Condigo da Loja;Função DRE;Resultado DRE
02700116;Impostos;-541,90
02700116;Custo;-4261,30
02700116;Despesa;-964,66
02700116;Resultado Financeiro;380,96
02700116;Provisão/Perda;-587,21
02700116;PPR;-162,81
02700116;IR/CSLL;-416,61
02700117;Receitas;6726,59
02700117;Impostos;-477,17
02700117;Custo;-3229,04
02700117;Despesa;-964,66
02700117;Resultado Financeiro;380,96
02700117;Provisão/Perda;-587,21
02700117;PPR;-161,34
02700117;IR/CSLL;-468,20
02700118;Receitas;5004,52
02700118;Impostos;-355,01
02700118;Custo;-4437,03
02700118;Despesa;-788,85
02700118;Resultado Financeiro;311,51
02700118;Provisão/Perda;-503,22
02700118;PPR;-137,58
02700118;IR/CSLL;0,00
02700120;Receitas;4506,30
02700120;Impostos;-319,67
02700120;Custo;-1843,24
02700120;Despesa;-820,52
02700120;Resultado Financeiro;324,10
02700120;Provisão/Perda;-556,03
02700120;PPR;-132,10
02700120;IR/CSLL;-321,41
02700122;Receitas;10375,66
02700122;Impostos;-736,03
02700122;Custo;-4401,91
02700122;Despesa;-871,76
02700122;Resultado Financeiro;344,27
02700122;Provisão/Perda;-553,05
02700122;PPR;-148,07
02700122;IR/CSLL;-1111,93
02700126;Receitas;5954,59
02700126;Impostos;-422,41
02700126;Custo;-2049,90
02700126;Despesa;-879,13
02700126;Resultado Financeiro;347,21
02700126;Provisão/Perda;-535,86
02700126;PPR;-143,67
02700126;IR/CSLL;-629,82
02700130;Receitas;4905,64
02700130;Impostos;-348,00
02700130;Custo;-3932,30
02700130;Despesa;-883,52
02700130;Resultado Financeiro;348,91
02700130;Provisão/Perda;-538,45
02700130;PPR;-153,09
02700130;IR/CSLL;0,00
02700131;Receitas;8722,44
02700131;Impostos;-618,75
02700131;Custo;-3272,98
02700131;Despesa;-813,58
02700131;Resultado Financeiro;321,28
02700131;Provisão/Perda;-551,75
02700131;PPR;-134,58
02700131;IR/CSLL;-1012,91
02700137;Receitas;5165,81
02700137;Impostos;-366,45
02700137;Custo;-1710,37
02700137;Despesa;-987,99
02700137;Resultado Financeiro;390,21
02700137;Provisão/Perda;-601,29
02700137;PPR;-160,45
02700137;IR/CSLL;-479,67
02700138;Receitas;8614,16
02700138;Impostos;-611,07
02700138;Custo;-2966,50
02700138;Despesa;-1137,87
02700138;Resultado Financeiro;449,37
02700138;Provisão/Perda;-712,97
02700138;PPR;-188,33
02700138;IR/CSLL;-955,98
02700139;Receitas;8600,16
02700139;Impostos;-610,08
02700139;Custo;-2315,16
02700139;Despesa;-809,21
02700139;Resultado Financeiro;319,59
02700139;Provisão/Perda;-493,85
02700139;PPR;-133,43
02700139;IR/CSLL;-1264,18
02700141;Receitas;8602,38
02700141;Impostos;-610,24
02700141;Custo;-4682,68
02700141;Despesa;-932,69
02700141;Resultado Financeiro;368,25
02700141;Provisão/Perda;-567,88
02700141;PPR;-168,38
02700141;IR/CSLL;-557,14
02700143;Receitas;8534,37
02700143;Impostos;-605,41
02700143;Custo;-2880,86
02700143;Despesa;-917,95
02700143;Resultado Financeiro;362,47
02700143;Provisão/Perda;-559,08
02700143;PPR;-156,83
02700143;IR/CSLL;-1047,47
02700149;Receitas;5046,80
02700149;Impostos;-358,01
02700149;Custo;-5059,94
02700149;Despesa;-853,18
02700149;Resultado Financeiro;336,96
02700149;Provisão/Perda;-520,27
02700149;PPR;-147,10
02700149;IR/CSLL;0,00
02700150;Receitas;5703,80
02700150;Impostos;-404,62
02700150;Custo;-2380,70
02700150;Despesa;-820,68
02700150;Resultado Financeiro;324,05
02700150;Provisão/Perda;-500,63
02700150;PPR;-138,48
02700150;IR/CSLL;-494,45
02700152;Receitas;5427,59
02700152;Impostos;-385,02
02700152;Custo;-3131,21
02700152;Despesa;-893,35
02700152;Resultado Financeiro;352,79
02700152;Provisão/Perda;-566,02
02700152;PPR;-149,54
02700152;IR/CSLL;-181,73
02700153;Receitas;6939,60
02700153;Impostos;-492,28
02700153;Custo;-1293,88
02700153;Despesa;-818,07
02700153;Resultado Financeiro;323,13
02700153;Provisão/Perda;-499,23
02700153;PPR;-132,06
02700153;IR/CSLL;-1116,95
02700154;Receitas;9029,59
02700154;Impostos;-640,54
02700154;Custo;-3258,04
02700154;Despesa;-848,57
02700154;Resultado Financeiro;335,18
02700154;Provisão/Perda;-517,56
02700154;PPR;-139,21
02700154;IR/CSLL;-1098,55
02700156;Receitas;5216,22
02700156;Impostos;-370,03
02700156;Custo;-1760,39
02700156;Despesa;-794,53
02700156;Resultado Financeiro;313,83
02700156;Provisão/Perda;-540,41
02700156;PPR;-128,82
02700156;IR/CSLL;-536,92
02700157;Receitas;6783,69
02700157;Impostos;-481,22
02700157;Custo;-2783,32
02700157;Despesa;-863,79
02700157;Resultado Financeiro;341,15
02700157;Provisão/Perda;-548,31
02700157;PPR;-141,24
02700157;IR/CSLL;-639,84
02700158;Receitas;5973,59
02700158;Impostos;-423,75
02700158;Custo;-2759,60
02700158;Despesa;-917,76
02700158;Resultado Financeiro;362,47
02700158;Provisão/Perda;-580,75
02700158;PPR;-148,34
02700158;IR/CSLL;-417,65
02700159;Receitas;7655,41
02700159;Impostos;-543,06
02700159;Custo;-4219,58
02700159;Despesa;-919,59
02700159;Resultado Financeiro;363,08
02700159;Provisão/Perda;-581,68
02700159;PPR;-159,24
02700159;IR/CSLL;-442,47
02700160;Receitas;6743,20
02700160;Impostos;-478,35
02700160;Custo;-3359,77
02700160;Despesa;-851,16
02700160;Resultado Financeiro;336,16
02700160;Provisão/Perda;-519,05
02700160;PPR;-142,39
02700160;IR/CSLL;-479,44
02700161;Receitas;9190,76
02700161;Impostos;-651,97
02700161;Custo;-3610,44
02700161;Despesa;-930,21
02700161;Resultado Financeiro;367,35
02700161;Provisão/Perda;-566,51
02700161;PPR;-155,39
02700161;IR/CSLL;-1010,56
02700163;Receitas;6424,61
02700163;Impostos;-455,75
02700163;Custo;-2668,19
02700163;Despesa;-884,08
02700163;Resultado Financeiro;349,20
02700163;Provisão/Perda;-560,56
02700163;PPR;-144,49
02700163;IR/CSLL;-571,55
02700164;Receitas;8005,18
02700164;Impostos;-567,87
02700164;Custo;-2068,24
02700164;Despesa;-878,49
02700164;Resultado Financeiro;346,96
02700164;Provisão/Perda;-535,48
02700164;PPR;-142,60
02700164;IR/CSLL;-1153,63
02700165;Receitas;7941,69
02700165;Impostos;-563,37
02700165;Custo;-2134,21
02700165;Despesa;-887,48
02700165;Resultado Financeiro;350,47
02700165;Provisão/Perda;-540,83
02700165;PPR;-146,30
02700165;IR/CSLL;-1114,95
02700166;Receitas;5244,26
02700166;Impostos;-372,02
02700166;Custo;-2596,85
02700166;Despesa;-875,99
02700166;Resultado Financeiro;345,97
02700166;Provisão/Perda;-533,98
02700166;PPR;-144,02
02700166;IR/CSLL;-296,04
02700167;Receitas;7891,68
02700167;Impostos;-559,82
02700167;Custo;-2498,83
02700167;Despesa;-879,22
02700167;Resultado Financeiro;347,21
02700167;Provisão/Perda;-535,86
02700167;PPR;-147,30
02700167;IR/CSLL;-1003,42
02700168;Receitas;7901,18
02700168;Impostos;-560,49
02700168;Custo;-2103,45
02700168;Despesa;-917,34
02700168;Resultado Financeiro;362,30
02700168;Provisão/Perda;-580,50
02700168;PPR;-150,58
02700168;IR/CSLL;-1095,85
02700169;Receitas;8000,27
02700169;Impostos;-567,52
02700169;Custo;-2279,15
02700169;Despesa;-875,88
02700169;Resultado Financeiro;345,96
02700169;Provisão/Perda;-555,64
02700169;PPR;-141,23
02700169;IR/CSLL;-1089,11
02700170;Receitas;8015,06
02700170;Impostos;-568,57
02700170;Custo;-3706,11
02700170;Despesa;-917,95
02700170;Resultado Financeiro;362,47
02700170;Provisão/Perda;-580,75
02700170;PPR;-160,61
02700170;IR/CSLL;-677,72
02700171;Receitas;8206,20
02700171;Impostos;-582,13
02700171;Custo;-2626,36
02700171;Despesa;-917,76
02700171;Resultado Financeiro;362,47
02700171;Provisão/Perda;-580,75
02700171;PPR;-148,82
02700171;IR/CSLL;-1029,76
02700172;Receitas;8000,04
02700172;Impostos;-567,51
02700172;Custo;-2884,01
02700172;Despesa;-952,83
02700172;Resultado Financeiro;376,29
02700172;Provisão/Perda;-580,10
02700172;PPR;-157,16
02700172;IR/CSLL;-897,15
02700173;Receitas;8505,14
02700173;Impostos;-603,34
02700173;Custo;-2914,85
02700173;Despesa;-907,14
02700173;Resultado Financeiro;358,28
02700173;Provisão/Perda;-552,70
02700173;PPR;-149,45
02700173;IR/CSLL;-1036,17
02700175;Receitas;8514,41
02700175;Impostos;-604,00
02700175;Custo;-1297,02
02700175;Despesa;-841,94
02700175;Resultado Financeiro;332,56
02700175;Provisão/Perda;-513,57
02700175;PPR;-133,54
02700175;IR/CSLL;-1513,48
02700178;Receitas;7916,01
02700178;Impostos;-561,55
02700178;Custo;-2407,55
02700178;Despesa;-878,32
02700178;Resultado Financeiro;346,89
02700178;Provisão/Perda;-535,38
02700178;PPR;-145,37
02700178;IR/CSLL;-1035,84
02700179;Receitas;5734,67
02700179;Impostos;-406,81
02700179;Custo;-2211,78
02700179;Despesa;-869,75
02700179;Resultado Financeiro;343,51
02700179;Provisão/Perda;-530,23
02700179;PPR;-141,70
02700179;IR/CSLL;-531,94
02700180;Receitas;4948,82
02700180;Impostos;-351,06
02700180;Custo;-1987,12
02700180;Despesa;-910,94
02700180;Resultado Financeiro;359,74
02700180;Provisão/Perda;-576,60
02700180;PPR;-151,00
02700180;IR/CSLL;-369,39
02700185;Receitas;8556,50
02700185;Impostos;-606,98
02700185;Custo;-2421,63
02700185;Despesa;-1136,09
02700185;Resultado Financeiro;448,64
02700185;Provisão/Perda;-711,85
02700185;PPR;-188,50
02700185;IR/CSLL;-1092,79
02700186;Receitas;4496,40
02700186;Impostos;-318,97
02700186;Custo;-2533,74
02700186;Despesa;-883,44
02700186;Resultado Financeiro;348,95
02700186;Provisão/Perda;-538,51
02700186;PPR;-146,83
02700186;IR/CSLL;-117,56
02700187;Receitas;8639,66
02700187;Impostos;-612,88
02700187;Custo;-2122,94
02700187;Despesa;-1141,00
02700187;Resultado Financeiro;450,69
02700187;Provisão/Perda;-693,30
02700187;PPR;-180,98
02700187;IR/CSLL;-1203,50
02700188;Receitas;8199,22
02700188;Impostos;-581,64
02700188;Custo;-1823,29
02700188;Despesa;-841,30
02700188;Resultado Financeiro;332,27
02700188;Provisão/Perda;-534,80
02700188;PPR;-138,52
02700188;IR/CSLL;-1279,13
02700190;Receitas;6172,08
02700190;Impostos;-437,84
02700190;Custo;-1842,80
02700190;Despesa;-1181,00
02700190;Resultado Financeiro;466,33
02700190;Provisão/Perda;-772,44
02700190;PPR;-198,88
02700190;IR/CSLL;-611,69
02700192;Receitas;7637,64
02700192;Impostos;-541,80
02700192;Custo;-2207,86
02700192;Despesa;-973,55
02700192;Resultado Financeiro;384,54
02700192;Provisão/Perda;-1492,66
02700192;PPR;-154,90
02700192;IR/CSLL;-735,37
02700194;Receitas;6748,55
02700194;Impostos;-478,73
02700194;Custo;-3213,82
02700194;Despesa;-1144,79
02700194;Resultado Financeiro;452,14
02700194;Provisão/Perda;-717,19
02700194;PPR;-186,65
02700194;IR/CSLL;-404,80
02700195;Receitas;8530,54
02700195;Impostos;-605,14
02700195;Custo;-4021,93
02700195;Despesa;-1146,08
02700195;Resultado Financeiro;452,69
02700195;Provisão/Perda;-718,02
02700195;PPR;-186,40
02700195;IR/CSLL;-639,48
02700196;Receitas;6266,46
02700196;Impostos;-444,53
02700196;Custo;-3194,35
02700196;Despesa;-1150,55
02700196;Resultado Financeiro;454,38
02700196;Provisão/Perda;-720,59
02700196;PPR;-190,34
02700196;IR/CSLL;-283,03
02700199;Receitas;5609,50
02700199;Impostos;-397,93
02700199;Custo;-3469,39
02700199;Despesa;-1144,99
02700199;Resultado Financeiro;452,19
02700199;Provisão/Perda;-717,25
02700199;PPR;-192,25
02700199;IR/CSLL;-38,79
02700200;Receitas;8526,56
02700200;Impostos;-604,86
02700200;Custo;-2995,99
02700200;Despesa;-1162,14
02700200;Resultado Financeiro;459,04
02700200;Provisão/Perda;-727,67
02700200;PPR;-187,13
02700200;IR/CSLL;-917,43
02700201;Receitas;4013,76
02700201;Impostos;-284,73
02700201;Custo;-2903,26
02700201;Despesa;-1147,38
02700201;Resultado Financeiro;453,20
02700201;Provisão/Perda;-697,13
02700201;PPR;-184,30
02700201;IR/CSLL;0,00
02700203;Receitas;3400,05
02700203;Impostos;-241,19
02700203;Custo;-2210,58
02700203;Despesa;-782,62
02700203;Resultado Financeiro;308,94
02700203;Provisão/Perda;-477,64
02700203;PPR;-138,95
02700203;IR/CSLL;0,00
02700205;Receitas;4973,34
02700205;Impostos;-352,80
02700205;Custo;-3582,16
02700205;Despesa;-1276,06
02700205;Resultado Financeiro;504,03
02700205;Provisão/Perda;-774,46
02700205;PPR;-204,71
02700205;IR/CSLL;0,00
02700207;Receitas;8753,51
02700207;Impostos;-620,96
02700207;Custo;-3856,91
02700207;Despesa;-830,65
02700207;Resultado Financeiro;328,06
02700207;Provisão/Perda;-562,06
02700207;PPR;-142,42
02700207;IR/CSLL;-851,08
02700209;Receitas;4678,70
02700209;Impostos;-331,90
02700209;Custo;-2509,76
02700209;Despesa;-1207,27
02700209;Resultado Financeiro;476,82
02700209;Provisão/Perda;-754,74
02700209;PPR;-197,54
02700209;IR/CSLL;-42,80
02700210;Receitas;6961,65
02700210;Impostos;-493,85
02700210;Custo;-3036,71
02700210;Despesa;-798,66
02700210;Resultado Financeiro;315,28
02700210;Provisão/Perda;-2303,83
02700210;PPR;-142,83
02700210;IR/CSLL;-138,97
02700211;Receitas;4842,90
02700211;Impostos;-343,55
02700211;Custo;-2256,26
02700211;Despesa;-1020,48
02700211;Resultado Financeiro;403,04
02700211;Provisão/Perda;-642,48
02700211;PPR;-166,58
02700211;IR/CSLL;-226,49
02700212;Receitas;7625,60
02700212;Impostos;-540,94
02700212;Custo;-4503,75
02700212;Despesa;-1111,79
02700212;Resultado Financeiro;439,15
02700212;Provisão/Perda;-675,74
02700212;PPR;-179,14
02700212;IR/CSLL;-292,16
02700213;Receitas;4490,85
02700213;Impostos;-318,57
02700213;Custo;-1644,07
02700213;Despesa;-801,20
02700213;Resultado Financeiro;316,35
02700213;Provisão/Perda;-488,92
02700213;PPR;-136,36
02700213;IR/CSLL;-393,31
02700214;Receitas;6153,91
02700214;Impostos;-436,55
02700214;Custo;-982,83
02700214;Despesa;-821,97
02700214;Resultado Financeiro;324,63
02700214;Provisão/Perda;-523,18
02700214;PPR;-133,14
02700214;IR/CSLL;-993,16
02700215;Receitas;6900,88
02700215;Impostos;-489,54
02700215;Custo;-3045,55
02700215;Despesa;-1173,63
02700215;Resultado Financeiro;463,57
02700215;Provisão/Perda;-712,91
02700215;PPR;-187,13
02700215;IR/CSLL;-486,95
02700216;Receitas;4472,94
02700216;Impostos;-317,30
02700216;Custo;-3211,96
02700216;Despesa;-1145,08
02700216;Resultado Financeiro;452,22
02700216;Provisão/Perda;-717,31
02700216;PPR;-189,47
02700216;IR/CSLL;0,00
02700217;Receitas;5112,34
02700217;Impostos;-362,66
02700217;Custo;-3154,86
02700217;Despesa;-965,90
02700217;Resultado Financeiro;381,48
02700217;Provisão/Perda;-588,01
02700217;PPR;-162,05
02700217;IR/CSLL;-72,21
02700218;Receitas;3323,81
02700218;Impostos;-235,78
02700218;Custo;-1833,81
02700218;Despesa;-852,00
02700218;Resultado Financeiro;336,53
02700218;Provisão/Perda;-519,62
02700218;PPR;-137,44
02700218;IR/CSLL;-22,66
02700219;Receitas;3269,92
02700219;Impostos;-231,96
02700219;Custo;-2032,16
02700219;Despesa;-845,45
02700219;Resultado Financeiro;333,91
02700219;Provisão/Perda;-515,63
02700219;PPR;-139,66
02700219;IR/CSLL;0,00
02700220;Receitas;4857,51
02700220;Impostos;-344,58
02700220;Custo;-1925,51
02700220;Despesa;-861,53
02700220;Resultado Financeiro;340,29
02700220;Provisão/Perda;-525,34
02700220;PPR;-136,65
02700220;IR/CSLL;-389,46
02700221;Receitas;3767,05
02700221;Impostos;-267,23
02700221;Custo;-2036,99
02700221;Despesa;-840,89
02700221;Resultado Financeiro;332,14
02700221;Provisão/Perda;-512,94
02700221;PPR;-133,38
02700221;IR/CSLL;-85,36
02700222;Receitas;5527,81
02700222;Impostos;-392,13
02700222;Custo;-4482,81
02700222;Despesa;-1068,97
02700222;Resultado Financeiro;422,12
02700222;Provisão/Perda;-649,84
02700222;PPR;-183,94
02700222;IR/CSLL;0,00
02700223;Receitas;6000,04
02700223;Impostos;-425,63
02700223;Custo;-4365,37
02700223;Despesa;-1169,45
02700223;Resultado Financeiro;461,92
02700223;Provisão/Perda;-710,39
02700223;PPR;-190,59
02700223;IR/CSLL;0,00
02700224;Receitas;4934,05
02700224;Impostos;-350,01
02700224;Custo;-2024,27
02700224;Despesa;-1239,10
02700224;Resultado Financeiro;489,43
02700224;Provisão/Perda;-972,93
02700224;PPR;-199,33
02700224;IR/CSLL;-176,90
02700226;Receitas;4533,57
02700226;Impostos;-321,60
02700226;Custo;-1644,94
02700226;Despesa;-858,07
02700226;Resultado Financeiro;338,93
02700226;Provisão/Perda;-523,27
02700226;PPR;-137,08
02700226;IR/CSLL;-384,84
02700228;Receitas;3841,12
02700228;Impostos;-272,48
02700228;Custo;-4220,36
02700228;Despesa;-1063,05
02700228;Resultado Financeiro;419,82
02700228;Provisão/Perda;-668,01
02700228;PPR;-189,29
02700228;IR/CSLL;0,00
02700229;Receitas;12580,92
02700229;Impostos;-892,47
02700229;Custo;-4006,22
02700229;Despesa;-799,58
02700229;Resultado Financeiro;315,75
02700229;Provisão/Perda;-488,00
02700229;PPR;-132,36
02700229;IR/CSLL;-1824,43
02700230;Receitas;4486,11
02700230;Impostos;-318,24
02700230;Custo;-1850,18
02700230;Despesa;-796,45
02700230;Resultado Financeiro;314,55
02700230;Provisão/Perda;-507,85
02700230;PPR;-130,07
02700230;IR/CSLL;-332,24
02700231;Receitas;5339,66
02700231;Impostos;-378,78
02700231;Custo;-1865,82
02700231;Despesa;-1148,07
02700231;Resultado Financeiro;453,48
02700231;Provisão/Perda;-719,22
02700231;PPR;-182,59
02700231;IR/CSLL;-415,65
02700232;Receitas;4313,58
02700232;Impostos;-306,00
02700232;Custo;-1985,43
02700232;Despesa;-698,82
02700232;Resultado Financeiro;275,95
02700232;Provisão/Perda;-449,12
02700232;PPR;-119,17
02700232;IR/CSLL;-285,95
02700233;Receitas;4768,14
02700233;Impostos;-338,24
02700233;Custo;-2233,42
02700233;Despesa;-879,22
02700233;Resultado Financeiro;347,21
02700233;Provisão/Perda;-535,86
02700233;PPR;-144,99
02700233;IR/CSLL;-272,81
02700234;Receitas;3097,77
02700234;Impostos;-219,75
02700234;Custo;-2992,66
02700234;Despesa;-876,17
02700234;Resultado Financeiro;345,97
02700234;Provisão/Perda;-533,98
02700234;PPR;-153,98
02700234;IR/CSLL;0,00
02700235;Receitas;7510,62
02700235;Impostos;-532,79
02700235;Custo;-3155,13
02700235;Despesa;-840,43
02700235;Resultado Financeiro;331,92
02700235;Provisão/Perda;-512,61
02700235;PPR;-136,07
02700235;IR/CSLL;-739,29
02700236;Receitas;4182,39
02700236;Impostos;-296,69
02700236;Custo;-2092,42
02700236;Despesa;-1234,18
02700236;Resultado Financeiro;487,49
02700236;Provisão/Perda;-749,29
02700236;PPR;-195,76
02700236;IR/CSLL;-28,16
02800001;Receitas;5014,28
02800001;Impostos;-355,70
02800001;Custo;-4248,71
02800001;Despesa;-898,94
02800001;Resultado Financeiro;354,92
02800001;Provisão/Perda;-569,27
02800001;PPR;-153,66
02800001;IR/CSLL;0,00
02800002;Receitas;8543,17
02800002;Impostos;-606,04
02800002;Custo;-3392,18
02800002;Despesa;-859,25
02800002;Resultado Financeiro;339,32
02800002;Provisão/Perda;-523,86
02800002;PPR;-146,09
02800002;IR/CSLL;-930,54
02800003;Receitas;4540,35
02800003;Impostos;-322,08
02800003;Custo;-2026,52
02800003;Despesa;-1155,92
02800003;Resultado Financeiro;456,58
02800003;Provisão/Perda;-723,93
02800003;PPR;-183,34
02800003;IR/CSLL;-162,29
02800004;Receitas;8192,17
02800004;Impostos;-581,14
02800004;Custo;-5055,86
02800004;Despesa;-1155,92
02800004;Resultado Financeiro;456,58
02800004;Provisão/Perda;-723,93
02800004;PPR;-191,24
02800004;IR/CSLL;-260,89
02800005;Receitas;4724,35
02800005;Impostos;-335,14
02800005;Custo;-2813,79
02800005;Despesa;-881,86
02800005;Resultado Financeiro;348,33
02800005;Provisão/Perda;-537,56
02800005;PPR;-142,67
02800005;IR/CSLL;-100,31
03100012;Receitas;6290,15
03100012;Impostos;-446,21
03100012;Custo;-2139,13
03100012;Despesa;-1040,03
03100012;Resultado Financeiro;410,80
03100012;Provisão/Perda;-654,29
03100012;PPR;-170,07
03100012;IR/CSLL;-624,38
03100013;Receitas;6106,59
03100013;Impostos;-433,19
03100013;Custo;-2828,91
03100013;Despesa;-1228,16
03100013;Resultado Financeiro;485,11
03100013;Provisão/Perda;-767,35
03100013;PPR;-199,55
03100013;IR/CSLL;-314,67
03100014;Receitas;6152,25
03100014;Impostos;-436,43
03100014;Custo;-2424,18
03100014;Despesa;-837,62
03100014;Resultado Financeiro;330,85
03100014;Provisão/Perda;-510,98
03100014;PPR;-135,17
03100014;IR/CSLL;-593,18
03100016;Receitas;5431,33
03100016;Impostos;-385,29
03100016;Custo;-2812,32
03100016;Despesa;-1157,94
03100016;Resultado Financeiro;457,37
03100016;Provisão/Perda;-703,47
03100016;PPR;-186,10
03100016;IR/CSLL;-178,50
03100017;Receitas;6274,08
03100017;Impostos;-445,07
03100017;Custo;-3264,40
03100017;Despesa;-972,67
03100017;Resultado Financeiro;384,19
03100017;Provisão/Perda;-613,80
03100017;PPR;-156,58
03100017;IR/CSLL;-334,41
03100018;Receitas;8970,33
03100018;Impostos;-636,34
03100018;Custo;-3713,78
03100018;Despesa;-970,94
03100018;Resultado Financeiro;383,51
03100018;Provisão/Perda;-612,77
03100018;PPR;-166,16
03100018;IR/CSLL;-902,46
03100019;Receitas;6719,78
03100019;Impostos;-476,69
03100019;Custo;-3618,65
03100019;Despesa;-970,75
03100019;Resultado Financeiro;383,44
03100019;Provisão/Perda;-612,65
03100019;PPR;-158,23
03100019;IR/CSLL;-351,20
03100020;Receitas;5524,49
03100020;Impostos;-391,90
03100020;Custo;-2053,52
03100020;Despesa;-1203,93
03100020;Resultado Financeiro;475,54
03100020;Provisão/Perda;-731,11
03100020;PPR;-190,96
03100020;IR/CSLL;-396,23
03100021;Receitas;5369,01
03100021;Impostos;-380,87
03100021;Custo;-2056,34
